ID,Max_Similarity
SMILES_0,1.0
SMILES_1,0.6440677966101694
SMILES_2,0.4107142857142857
SMILES_3,0.5869565217391305
SMILES_4,1.0
SMILES_5,1.0
SMILES_6,0.7837837837837838
SMILES_7,0.6875
SMILES_8,1.0
SMILES_9,0.47368421052631576
SMILES_10,0.5
SMILES_11,0.5740740740740741
SMILES_12,0.62
SMILES_13,1.0
SMILES_14,0.7818181818181819
SMILES_15,0.7288135593220338
SMILES_16,1.0
SMILES_17,0.6
SMILES_18,
SMILES_19,0.5490196078431373
SMILES_20,0.6851851851851852
SMILES_21,0.5806451612903226
SMILES_22,0.6607142857142857
SMILES_23,0.7115384615384616
SMILES_24,0.58
SMILES_25,0.7636363636363637
SMILES_26,0.49206349206349204
SMILES_27,0.66
SMILES_28,0.7058823529411765
SMILES_29,0.7636363636363637
SMILES_30,0.6666666666666666
SMILES_31,1.0
SMILES_32,0.7666666666666667
SMILES_33,0.673469387755102
SMILES_34,0.6415094339622641
SMILES_35,1.0
SMILES_36,0.6842105263157895
SMILES_37,0.6938775510204082
SMILES_38,
SMILES_39,0.75
SMILES_40,0.6551724137931034
SMILES_41,0.6666666666666666
SMILES_42,0.717948717948718
SMILES_43,0.6481481481481481
SMILES_44,0.8113207547169812
SMILES_45,0.7021276595744681
SMILES_46,0.6491228070175439
SMILES_47,0.7551020408163265
SMILES_48,0.6271186440677966
SMILES_49,0.6290322580645161
SMILES_50,0.55
SMILES_51,0.8103448275862069
SMILES_52,1.0
SMILES_53,0.6590909090909091
SMILES_54,0.7105263157894737
SMILES_55,0.65
SMILES_56,0.6721311475409836
SMILES_57,0.6739130434782609
SMILES_58,0.7551020408163265
SMILES_59,0.43636363636363634
SMILES_60,0.7678571428571429
SMILES_61,1.0
SMILES_62,0.6296296296296297
SMILES_63,0.75
SMILES_64,0.6721311475409836
SMILES_65,0.7241379310344828
SMILES_66,0.5409836065573771
SMILES_67,0.5263157894736842
SMILES_68,0.6296296296296297
SMILES_69,0.6530612244897959
SMILES_70,0.7647058823529411
SMILES_71,0.6666666666666666
SMILES_72,0.6078431372549019
SMILES_73,0.7307692307692307
SMILES_74,0.7115384615384616
SMILES_75,0.6304347826086957
SMILES_76,1.0
SMILES_77,0.6
SMILES_78,0.6721311475409836
SMILES_79,0.6862745098039216
SMILES_80,0.6666666666666666
SMILES_81,0.6545454545454545
SMILES_82,0.6274509803921569
SMILES_83,
SMILES_84,0.6956521739130435
SMILES_85,0.7083333333333334
SMILES_86,1.0
SMILES_87,1.0
SMILES_88,0.5166666666666667
SMILES_89,1.0
SMILES_90,0.6851851851851852
SMILES_91,1.0
SMILES_92,0.7413793103448276
SMILES_93,0.5357142857142857
SMILES_94,0.4838709677419355
SMILES_95,0.6724137931034483
SMILES_96,0.5370370370370371
SMILES_97,0.6046511627906976
SMILES_98,0.3275862068965517
SMILES_99,0.66
