SMILES
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(Cl)cc2)n1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(Br)cc2)n1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(I)cc2)n1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc([N+](=O)[O-])cc2)n1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(C)cc2)n1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(OC)cc2)n1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(N)cc2)n1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(NC(C)=O)cc2)n1
CCOC(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccccc2)n1
CCOC(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)n1
CCOC(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Br)cc2)n1
CCOC(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccc(I)cc2)n1
CCOC(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccc([N+](=O)[O-])cc2)n1
CCOC(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccc(C)cc2)n1
CCOC(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccc(OC)cc2)n1
CCOC(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccc(N)cc2)n1
CCOC(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccc(NC(C)=O)cc2)n1
Cc1cn(-c2ccccc2)c(-c2ccccc2)n1
c1ccc(-c2nccn2-c2ccccc2)cc1
[1*]N([2*])C(=O)c1cn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)n1
Cc1ccc(Cn2ccnc2)cc1
Clc1ccc(Cn2ccnc2)cc1
Cc1ccccc1Cn1ccnc1
Cc1cccc(Cn2ccnc2)c1
Cc1ccc(Cn2ccnc2)cc1
Cc1cc(C)cc(Cn2ccnc2)c1
Cc1cc(C)c(Cn2ccnc2)c(C)c1
Cc1c(C)c(C)c(Cn2ccnc2)c(C)c1C
c1ccc(-c2cccc(Cn3ccnc3)c2)cc1
c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1
c1ccc(-c2ccccc2Cn2ccnc2)cc1
c1ccc(-c2cc(Cn3ccnc3)cc(-c3ccccc3)c2)cc1
Cc1ccc(Cn2cnc3ccccc32)cc1
Clc1ccc(Cn2cnc3ccccc32)cc1
Cc1ccccc1Cn1cnc2ccccc21
Cc1cccc(Cn2cnc3ccccc32)c1
Cc1ccc(Cn2cnc3ccccc32)cc1
Cc1cc(C)cc(Cn2cnc3ccccc32)c1
Cc1cc(C)c(Cn2cnc3ccccc32)c(C)c1
Cc1c(C)c(C)c(Cn2cnc3ccccc32)c(C)c1C
c1ccc(-c2cccc(Cn3cnc4ccccc43)c2)cc1
c1ccc(-c2ccc(Cn3cnc4ccccc43)cc2)cc1
c1ccc(-c2ccccc2Cn2ccnc2)cc1
c1ccc(-c2cc(Cn3cnc4ccccc43)cc(-c3ccccc3)c2)cc1
