SMILES
c1cn(CC23CC4CC(CC(C4)C2)C3)cn1
c1ccc2c(c1)ncn2CC12CC3CC(CC(C3)C1)C2
c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1
c1ccc(C(Cn2ccnc2)(c2ccccc2)c2ccccc2)cc1
c1ccc(C(CCn2ccnc2)(c2ccccc2)c2ccccc2)cc1
c1ccc(C(CCn2cnc3ccccc32)(c2ccccc2)c2ccccc2)cc1
c1ccc(C(c2ccccc2)(c2ccccc2)n2cnc3ccccc32)cc1
c1ccc(C(Cn2cnc3ccccc32)(c2ccccc2)c2ccccc2)cc1
c1ccc(-c2ccc(Cn3ccnc3)o2)cc1
c1ccc(-c2ccc(Cn3ccnc3)s2)cc1
c1ccc(-c2cc(Cn3ccnc3)cs2)cc1
c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1
c1ccc(Cn2ccnc2)cc1
CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
CCC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
O=C1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3
CC(C)C(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
O=C1CCc2cc(C(C3CC3)n3ccnc3)cc3c2N1CC3
O=C1CCc2cc(C(C3CCC3)n3ccnc3)cc3c2N1CC3
O=C1CCc2cc(C(c3ccccc3F)n3ccnc3)cc3c2N1CC3
O=C1CCc2cc(C(c3cccc(F)c3)n3ccnc3)cc3c2N1CC3
O=C1CCc2cc(C(c3ccc(F)cc3)n3ccnc3)cc3c2N1CC3
COc1cccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)c1
COc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1
N#Cc1cccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)c1
N#Cc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1
O=C1CCc2cc(C(c3ccco3)n3ccnc3)cc3c2N1CC3
O=C1CCc2cc(C(c3ccccc3S)n3ccnc3)cc3c2N1CC3
CC(c1cc2c3c(c1)CCN3C(=O)CC2)(n1ccnc1)n1ccnc1
CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
c1cc(Cn2ccnc2)ccn1
c1cncc(Cn2ccnc2)c1
N#Cc1ncccc1Cn1ccnc1
Brc1ccc(Cn2ccnc2)cn1
Brc1ncccc1Cn1ccnc1
Clc1ncc(Cn2ccnc2)cc1Br
Fc1ccccc1-c1ccc(Cn2ccnc2)cn1
Fc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1F
Oc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1F
c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
COc1ccccc1-c1ccc(Cn2ccnc2)cn1
COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1OC
Nc1ccccc1-c1ccc(Cn2ccnc2)cn1
Nc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
Nc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1N
N#Cc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
N#Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
O=Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1ccc2c(-c3ccc(Cn4ccnc4)cn3)cccc2c1
c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1
c1ccc(-c2cc(Cn3ccnc3)cnc2-c2ccccc2)cc1
c1cncc(-c2ccc(Cn3ccnc3)cn2)c1
c1cc(-c2ccc(Cn3ccnc3)cn2)ccn1
c1cn(Cc2ccc(-c3cncnc3)nc2)cn1
Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cn1
c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ncc2c1
c1ccc2c(-c3ccc(Cn4ccnc4)cn3)cncc2c1
Clc1ccc(-c2ccc(Cn3ccnc3)cn2)s1
O=Cc1ccc(-c2ccc(Cn3ccnc3)cn2)s1
Clc1ncc(Cn2ccnc2)cc1-c1cc2ccccc2cn1
c1ccc2cc(-c3ccncc3Cn3ccnc3)ncc2c1
c1coc(-c2ccc(Cn3ccnc3)cn2)c1
c1cn(Cc2ccc(-c3ccoc3)nc2)cn1
c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccco2)c1
c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1cncc(Cn2ccnc2)c1
c1cncc(Cn2ccnc2)c1
c1cncc(Cn2ccnc2)c1
N=[N+]=CC(F)(F)F
FC(F)(F)C1(Br)N=N1
FC(Cl)C(F)(F)C1(Br)N=N1
FC(F)(C(Cl)Br)C1N=N1
FC(Cl)C(F)(F)C1(F)N=N1
N=[N+]=NC(F)(F)C(F)Cl
FC1(C(F)(F)C(Cl)Br)N=N1
C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
C=CCC1(c2ccc(C)cc2)C(=O)NC(=O)N(C)C1=O
C=CCC1(c2ccc(C(C)(C)C)cc2)C(=O)NC(=O)N(C)C1=O
C=CCC1(c2cccc3ccccc23)C(=O)NC(=O)N(C)C1=O
C=CCC1(c2cccc(Cl)c2)C(=O)NC(=O)N(C)C1=O
C=CCC1(c2cccc(Br)c2)C(=O)NC(=O)N(C)C1=O
C=CCC1(c2ccc(Cl)cc2)C(=O)NC(=O)N(C)C1=O
C=CCC1(c2ccc(Br)cc2)C(=O)NC(=O)N(C)C1=O
C=CCC1(c2cccc(C3(C(F)(F)F)N=N3)c2)C(=O)NC(=O)N(C)C1=O
